"","exp.box","exp.num","exp.id","start.date","colony.id","dig.site","box.id","exp.col.ext.hum","nc.id","treat1","treat2","extract.id","extract.id.fill","treat.mgmL","FG.g","trash.g","trash2.g","sum.trash.trash2","PCA.dmso","PCA.na","PCA.dmso.sumtrash","PCA.na.sumtrash","trashing.success","n.ants","exp.hours","treat.application","acclimation","humidity.perc","date.box.poured","pour.controlled","fg.manip","location","recording","notes","ipad.pics","gopro.data","sample.sheet"
"76","e17.b01",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",1,"17.414.MB1079.100",NA,"crude","3d crude ","MB1079","MB1079","10",0.3555,0.57752,NA,0.57752,21.33792756,85.0669743,21.33792756,85.0669743,"n","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","timelapse 12MP, 5s","2-3.5mL diH2O; day of setup JKH396 looks very slightly discolored (grayish) with slight brownish orange water drops similar to JKH393 that developed green pathogen; trash seemed infected, very stringy/stuck together 1-10? or just odds (jkh414)?","https://drive.google.com/drive/folders/13xj8D4PXP2U6D6p4emZaxUwc8obEpcPR?usp=sharing","kekws:/sda/GoPro/2020-09-20--2020-09-21_17.3d7d14dcrudesR1-2_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1ogEMcXa_1HV5CO5oWO4-4Q9q9Za4-6aEekYj1dY0Apo/edit?usp=sharing"
"77","e17.b07",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",7,"17.414.MB1079.100",1,"dmso","","","MB1079","0.005",0.3023,0.47596,NA,0.47596,0,52.52195091,0,52.52195091,"n","8",24,"pipette","y","100","44091","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"78","e17.b09",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",9,"17.414.MB1079.100",1,"na","","","MB1079","",0.2559,0.31206,NA,0.31206,-34.43566686,0,-34.43566686,0,"n","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","","~13.3mL diH2O; much older box","","",""
"79","e17.b03",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",3,"17.414.MB1080.100",NA,"crude","7d crude ","MB1080","MB1080","10",0.3032,0.32609,NA,0.32609,-31.48794016,4.49593027,-31.48794016,4.49593027,"n","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"80","e17.b07",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",7,"17.414.MB1080.100",1,"dmso","","","MB1080","0.005",0.3023,0.47596,NA,0.47596,0,52.52195091,0,52.52195091,"n","8",24,"pipette","y","100","44091","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"81","e17.b09",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",9,"17.414.MB1080.100",1,"na","","","MB1080","",0.2559,0.31206,NA,0.31206,-34.43566686,0,-34.43566686,0,"n","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","","~13.3mL diH2O; much older box","","",""
"82","e17.b05",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",5,"17.414.MB1082.100",NA,"crude","14d crude ","MB1082","MB1082","10",0.2438,0.39438,NA,0.39438,-17.14009581,26.3795424,-17.14009581,26.3795424,"n","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"83","e17.b07",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",7,"17.414.MB1082.100",1,"dmso","","","MB1082","0.005",0.3023,0.47596,NA,0.47596,0,52.52195091,0,52.52195091,"n","8",24,"pipette","y","100","44091","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"84","e17.b09",17,"3,7,14d crudes R1-2","2020-09-20",414,"NJ.Hawkins",9,"17.414.MB1082.100",1,"na","","","MB1082","",0.2559,0.31206,NA,0.31206,-34.43566686,0,-34.43566686,0,"n","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","","~13.3mL diH2O; much older box","","",""
"85","e17.b02",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",2,"17.396.MB1079.100",NA,"crude","3d crude","MB1079","MB1079","10",0.2993,0.2198,NA,0.2198,67.40289414,17769.9187,67.40289414,17769.9187,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"86","e17.b08",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",8,"17.396.MB1079.100",2,"dmso","","","MB1079","0.50%",0.5203,0.1313,NA,0.1313,0,10574.79675,0,10574.79675,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"87","e17.b10",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",10,"17.396.MB1079.100",2,"na","","","MB1079","",0.5168,0.00123,NA,0.00123,-99.06321401,0,-99.06321401,0,"y","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","","13mL diH2O; much older box","","",""
"88","e17.b04",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",4,"17.396.MB1080.100",NA,"crude","7d crude","MB1080","MB1080","10",0.3369,0.29412,NA,0.29412,124.0060929,23812.19512,124.0060929,23812.19512,"y","9",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O; 9ants","","",""
"89","e17.b08",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",8,"17.396.MB1080.100",2,"dmso","","","MB1080","0.50%",0.5203,0.1313,NA,0.1313,0,10574.79675,0,10574.79675,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"90","e17.b10",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",10,"17.396.MB1080.100",2,"na","","","MB1080","",0.5168,0.00123,NA,0.00123,-99.06321401,0,-99.06321401,0,"y","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","","13mL diH2O; much older box","","",""
"91","e17.b06",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",6,"17.396.MB1082.100",NA,"crude","14d crude","MB1082","MB1082","10",0.3486,0.48039,NA,0.48039,265.8720487,38956.09756,265.8720487,38956.09756,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"92","e17.b08",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",8,"17.396.MB1082.100",2,"dmso","","","MB1082","0.50%",0.5203,0.1313,NA,0.1313,0,10574.79675,0,10574.79675,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","","2-3.5mL diH2O","","",""
"93","e17.b10",17,"3,7,14d crudes R1-2","2020-09-20",396,"NJ.BatonaF",10,"17.396.MB1082.100",2,"na","","","MB1082","",0.5168,0.00123,NA,0.00123,-99.06321401,0,-99.06321401,0,"y","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","","13mL diH2O; much older box","","",""
"94","e18.b08",18,"Oberlies R4","2020-09-22",392,"NJ.QuakerB",8,"18.392.MB1084.100",NA,"crude","","MB1084","MB1084","10",0.1608,0.01847,NA,0.01847,-49.53551913,-76.13386742,-49.53551913,-76.13386742,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","","~2.5mL diH2O","","",""
"95","e18.b09",18,"Oberlies R4","2020-09-22",392,"NJ.QuakerB",9,"18.392.MB1084.100",NA,"dmso","","","MB1084","0.50%",0.2801,0.0366,NA,0.0366,0,-52.7070681,0,-52.7070681,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","","~2.5mL diH2O","","",""
"96","e18.b10",18,"Oberlies R4","2020-09-22",392,"NJ.QuakerB",10,"18.392.MB1084.100",NA,"na","","","MB1084","",0.1632,0.07739,NA,0.07739,111.4480874,0,111.4480874,0,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","","~2.5mL diH2O","","",""
"97","e19.b01",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",1,"19.419.MB1079.100",NA,"crude","3d crude","MB1079","MB1079","10",0.4953,0.5833,0.1494,0.7327,186.9723507,5300.925926,260.4742694,6684.259259,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","timelapse 12MP, 5s","2-3mL diH20; most likely poured boxes 9/23 but didn't write down; diff crude than Oberlies r1-3","https://drive.google.com/drive/folders/14CJXJQQ4pAaNUGooSzPBrSDzMHldwX7p?usp=sharing","kekws:/sda/GoPro/2020-09-24--2020-09-25_19.3d7d14dcrudeR3_MB1084fracsR2_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1AoUiYCcFtpaVFyRYGCj6zbxsarfDIPtDFzJTHF-GGQY/edit?usp=sharing"
"98","e19.b11",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",11,"19.419.MB1079.100",1,"dmso","","","MB1079","0.50%",0.3915,0.20326,NA,0.20326,0,1782.037037,0,1782.037037,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20; trash infected --> clings together","","",""
"99","e19.b12",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",12,"19.419.MB1079.100",1,"na","","","MB1079","",0.4666,0.0108,NA,0.0108,-94.68660828,0,-94.68660828,0,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20","","",""
"100","e19.b02",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",2,"19.419.MB1080.100",NA,"crude","7d crude","MB1080","MB1080","10",0.5142,0.52381,0.07581,0.59962,157.704418,4750.092593,195.0014759,5452.037037,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20","","",""
"101","e19.b11",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",11,"19.419.MB1080.100",1,"dmso","","","MB1080","0.50%",0.3915,0.20326,NA,0.20326,0,1782.037037,0,1782.037037,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20; trash infected --> clings together","","",""
"102","e19.b12",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",12,"19.419.MB1080.100",1,"na","","","MB1080","",0.4666,0.0108,NA,0.0108,-94.68660828,0,-94.68660828,0,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20","","",""
"103","e19.b03",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",3,"19.419.MB1082.100",NA,"crude","14d crude","MB1082","MB1082","10",0.5071,0.66556,NA,0.66556,227.4426842,6062.592593,227.4426842,6062.592593,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20","","",""
"104","e19.b11",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",11,"19.419.MB1082.100",1,"dmso","","","MB1082","0.50%",0.3915,0.20326,NA,0.20326,0,1782.037037,0,1782.037037,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20; trash infected --> clings together","","",""
"105","e19.b12",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",12,"19.419.MB1082.100",1,"na","","","MB1082","",0.4666,0.0108,NA,0.0108,-94.68660828,0,-94.68660828,0,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20","","",""
"106","e19.b10",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",10,"19.419.MB1084.100",NA,"crude","","MB1084","MB1084","10",0.4031,0.46474,NA,0.46474,128.6431172,4203.148148,128.6431172,4203.148148,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20","","",""
"107","e19.b11",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",11,"19.419.MB1084.100",1,"dmso","","","MB1084","0.50%",0.3915,0.20326,NA,0.20326,0,1782.037037,0,1782.037037,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20; trash infected --> clings together","","",""
"108","e19.b12",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,"NJ.BTByrne",12,"19.419.MB1084.100",1,"na","","","MB1084","",0.4666,0.0108,NA,0.0108,-94.68660828,0,-94.68660828,0,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","","~2mL diH20","","",""
